sts,device_fk,latitude,longitude,time_stamp,speed
2021-10-23T12:31:40.988259+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:22+00:00,0
2021-10-23T12:31:40.988437+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:18+00:00,0
2021-10-23T12:31:40.988604+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:32+00:00,0
2021-10-23T12:31:40.988770+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:20+00:00,0
2021-10-23T12:31:40.988937+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:16+00:00,0
2021-10-23T12:31:40.989101+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:36+00:00,0
2021-10-23T12:31:43.189486+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:21+00:00,0
2021-10-23T12:31:43.189651+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:37+00:00,0
2021-10-23T12:31:43.189806+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:40+00:00,0
2021-10-23T12:31:43.189958+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:23+00:00,0
2021-10-23T12:31:43.190134+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:31+00:00,0
2021-10-23T12:31:43.190286+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:27+00:00,0
2021-10-23T12:31:43.190612+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:33+00:00,0
2021-10-23T12:31:43.190768+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:12+00:00,0
2021-10-23T12:31:43.190926+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:29+00:00,0
2021-10-23T12:31:43.191085+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:35+00:00,0
2021-10-23T12:31:43.191244+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:14+00:00,0
